parent,child
h5,g__Mycoplasma|s__arthritidis
h5,g__Gallaecimonas|s__mangrovi
h5,g__Arcobacter|s__defluvii
13,g__Streptococcus|s__sp. KS 6
h6,g__Pseudomonas|s__otitidis
h4,g__Hoeflea|s__phototrophica
h2,g__Methylococcus|s__capsulatus
135,g__Prosthecochloris|s__sp. HL-130-GSB
h7,g__Nostoc|s__edaphicum
h7,g__Lactococcus|s__raffinolactis
NitrateConsumptionimport,g__Pseudomonas|s__mendocina
2,g__Geobacillus|s__subterraneus
h1,g__Phaeobacter|s__gallaeciensis
h1,g__Chlamydia|s__abortus
h7,g__Sodalis|s__glossinidius
h3,g__Jatrophihabitans|s__sp. GAS493
h5,g__Candidatus Cardinium|s__Cardinium endosymbiont of Encarsia pergandiella
h7,g__Bosea|s__vaviloviae
h5,g__Pseudomonas|s__sihuiensis
h3,g__Rickettsia|s__bellii
p__Proteobacteria,g__Candidatus Nardonella|s__dryophthoridicola
h4,g__Gemmatimonas|s__sp. TET16
h6,g__Macrococcus|s__sp. IME1552
h8,g__Raoultella|s__Enterobacteriaceae endosymbiont of Donacia clavipes
h4,g__Methanospirillum|s__hungatei
h6,g__Glutamicibacter|s__nicotianae
h2,g__Dermabacter|s__vaginalis
h3,g__Lactococcus|s__sp. KACC 19320
h4,g__Aciduliprofundum|s__boonei
N2Consumptionimport,g__Rhodobacter|s__sphaeroides
p__Firmicutes,g__Anoxybacillus|s__flavithermus
h3,g__Thermoanaerosceptrum|s__fracticalcis
h3,g__Tardiphaga|s__sp. vice278
AcetoneProductionexport,g__Clostridium|s__ljungdahlii
h6,g__Paraoerskovia|s__marina
h7,g__Pseudoalteromonas|s__spongiae
h8,g__Komagataeibacter|s__oboediens
h0,g__Streptomyces|s__lunaelactis
h1,g__Pragia|s__fontium
h8,g__Sphaerochaeta|s__coccoides
h9,g__Thermococcus|s__cleftensis
h0,g__Sphingomonas|s__sp. LM7
h2,g__Xanthomonas|s__albilineans
h4,g__Sphingopyxis|s__alaskensis
h8,g__Muricauda|s__sp. 501str8
h3,g__Xanthobacter|s__autotrophicus
h4,g__Tardibacter|s__chloracetimidivorans
h0,g__Agromyces|s__protaetiae
2,g__Anoxybacillus|s__amylolyticus
h6,g__Hymenobacter|s__baengnokdamensis
179,g__Actinoplanes|s__friuliensis
h2,g__Rahnella|s__inusitata
h1,g__Enterobacter|s__chengduensis
h7,g__Xenorhabdus|s__hominickii
h5,g__Cnuibacter|s__physcomitrellae
h2,g__Arthrobacter|s__sp. 68b
h3,g__Staphylococcus|s__condimenti
h8,g__Roseovarius|s__indicus
h3,g__Actinomyces|s__sp. zg-325
H2O2Productionexport,g__Streptococcus|s__sanguinis
h2,g__Pseudomonas|s__sp. R2-60-08W
h5,g__Fervidobacterium|s__islandicum
h2,g__Adlercreutzia|s__sp. 8CFCBH1
36,g__Arsenophonus|s__Candidatus Arsenophonus lipoptenae
Isovalerate3-MethylbutanoicacidConsumptionimport,g__Butyrivibrio|s__fibrisolvens
h2,g__Streptomyces|s__pluripotens
h2,g__Streptococcus|s__sp. oral taxon 431
h3,g__Anaerolinea|s__sp. 'rifampicinis'
p__Firmicutes,g__Clostridioides|s__difficile
h0,g__Streptococcus|s__urinalis
h2,g__Acinetobacter|s__radioresistens
h2,g__Pseudomonas|s__sp. S49
h9,g__Mycobacterium|s__ulcerans
h6,g__Pseudomonas|s__pohangensis
h8,g__Chromobacterium|s__vaccinii
H2SHS-Productionexport,g__Desulfovibrio|s__piger
h6,g__Formosa|s__sp. Hel1_33_131
h0,g__Cutibacterium|s__granulosum
p__Proteobacteria,g__Pseudomonas|s__sp. CT14
h3,g__Spiroplasma|s__phoeniceum
h9,g__Agrobacterium|s__sp. RAC06
h3,g__Sphingopyxis|s__sp. EG6
h2,g__Klebsiella|s__huaxiensis
NitrateProductionexport,g__Nitrobacter|s__winogradskyi
h7,g__Rhodomicrobium|s__vannielii
h4,g__Erythrobacter|s__litoralis
h5,g__Streptococcus|s__infantarius
h2,g__Propionibacterium|s__australiense
h5,g__Polynucleobacter|s__wuianus
h9,g__Celeribacter|s__indicus
h1,g__Aerococcus|s__urinae
h3,g__Tsukamurella|s__paurometabola
h0,g__Colwellia|s__sp. Arc7-D
h6,g__Gloeothece|s__citriformis
h5,g__Burkholderia|s__stabilis
p__Firmicutes,g__Sporosarcina|s__sp. resist
h4,g__Mycoplasma|s__struthionis
p__Bacteroidetes,g__Chryseobacterium|s__sp. cx-624
h1,g__Aeromonas|s__media
h4,g__Synechococcus|s__sp. WH 8102
h3,g__Rufibacter|s__sp. DG31D
h2,g__Microbulbifer|s__sp. YPW1
h3,g__Eggerthella|s__sp. YY7918
h0,g__Nitrosococcus|s__oceani
h7,g__Sulfitobacter|s__pseudonitzschiae
h8,g__Dickeya|s__sp. Secpp 1600
NH3AmmoniaNH4AmmoniumProductionexport,g__Mycoplasma|s__mobile
h8,g__Burkholderia|s__sp. M701
h3,g__Methylomicrobium|s__buryatense
h2,g__Glaesserella|s__parasuis
h2,g__Marinitoga|s__sp. 1137
h6,g__Haloterrigena|s__turkmenica
h5,g__Roseitalea|s__porphyridii
h0,g__Roseovarius|s__mucosus
PutrescineProductionexport,g__Bacteroides|s__ovatus
h8,g__Gimesia|s__maris
h8,g__Empedobacter|s__stercoris
h1,g__Granulibacter|s__bethesdensis
h9,g__Nitrosopumilus|s__ureiphilus
h1,g__Micromonospora|s__echinaurantiaca
h5,g__Actinobaculum|s__sp. 313
h0,g__Megasphaera|s__stantonii
h7,g__Peptoniphilus|s__ivorii
h8,g__Spirosoma|s__sp. CJU-R4
h3,g__Pseudoalteromonas|s__spongiae
h2,g__Muriicola|s__sp. MMS17-SY002
output,157
h4,g__Jiangella|s__alkaliphila
h9,g__Synechococcus|s__sp. RS9907
h2,g__Paenibacillus|s__brasilensis
h7,g__Dokdonella|s__koreensis
h6,g__Sphingobacterium|s__sp. ML3W
h3,g__Burkholderia|s__seminalis
h3,g__Diaminobutyricimonas|s__sp. LJ205
3,g__Psychroflexus|s__torquis
h0,g__Mycolicibacterium|s__phocaicum
h7,g__Porphyrobacter|s__sp. HT-58-2
ButyrateProductionexport,g__Pelobacter|s__propionicus
h0,g__Massilistercora|s__timonensis
h5,g__Enterobacter|s__sp. RHBSTW-00422
h2,g__Altererythrobacter|s__sp. B11
h4,g__Rhizobium|s__favelukesii
p__Proteobacteria,g__Rickettsia|s__massiliae
h5,g__Candidatus Midichloria|s__mitochondrii
10,g__Paenibacillus|s__jilunlii
h7,g__Xylanimonas|s__cellulosilytica
AcetateProductionexport,g__Pelobacter|s__carbinolicus
h8,g__Candidatus Phytoplasma|s__Aster yellows witches'-broom phytoplasma
D-PsicoseConsumptionimport,g__Bacteroides|s__ovatus
h1,g__Pantoea|s__eucalypti
h6,g__Klebsiella|s__michiganensis
h6,g__Pseudomonas|s__sp. C27(2019)
h2,g__Mycolicibacter|s__terrae
h4,g__Tatumella|s__sp. TA1
h4,g__Streptomyces|s__venezuelae
h7,g__Sporolactobacillus|s__terrae
h0,g__Tardiphaga|s__sp. vice304
p__Proteobacteria,g__Martelella|s__sp. AD-3
h0,g__Comamonas|s__sp. 7D-2
h2,g__Arthrospira|s__platensis
h2,g__Devosia|s__sp. S02
h7,g__Candidatus Phytoplasma|s__australiense
h4,g__Romboutsia|s__sp. CE17
h7,g__Crocosphaera|s__subtropica
p__Proteobacteria,g__Erythrobacter|s__sp. HL-111
h0,g__Haemophilus|s__pittmaniae
h5,g__Sphingomonas|s__sp. FARSPH
h4,g__Oenococcus|s__sp. UCMA 16435
h7,g__Caldimicrobium|s__thiodismutans
p__Proteobacteria,g__Bradyrhizobium|s__sp. CCBAU 53338
h7,g__Acetobacter|s__orientalis
h2,g__Clostridium|s__tyrobutyricum
h4,g__Streptomyces|s__sp. CC0208
p__Proteobacteria,g__Ruegeria|s__sp. TM1040
h0,g__Roseovarius|s__sp. TM1035
315,g__Salinibaculum|s__litoreum
h3,g__Dehalobacterium|s__formicoaceticum
h6,g__Halothece|s__sp. PCC 7418
h1,g__Echinicola|s__sp. LN3S3
h6,g__Paenibacillus|s__lautus
h9,g__Chloroflexus|s__aggregans
h7,g__Acholeplasma|s__laidlawii
h6,g__Deinococcus|s__peraridilitoris
h9,g__Tardiphaga|s__robiniae
p__Actinobacteria,g__Aurantimicrobium|s__sp. MWH-Mo1
h1,g__Methylobacterium|s__sp. 17Sr1-1
h7,g__Chromobacterium|s__vaccinii
h4,g__Streptococcus|s__mitis
12,g__Enterobacter|s__chengduensis
75,g__Paenibacillus|s__sp. JDR-2
h0,g__Wolbachia|s__endosymbiont of Brugia pahangi
h1,g__Tenacibaculum|s__dicentrarchi
h1,g__Verrucosispora|s__maris
h1,g__Rothia|s__nasimurium
h2,g__Clostridium|s__perfringens
h2,g__Geoalkalibacter|s__subterraneus
97,g__Spirochaeta|s__thermophila
h3,g__Spiroplasma|s__sp. BIUS-1
h4,g__Profundibacter|s__amoris
16,g__Bifidobacterium|s__angulatum
Chondroitin4-sulfateChondroitin6-sulfateMacromoleculedegradation,g__Bacteroides|s__ovatus
h6,g__Leisingera|s__sp. NJS201
h7,g__Paenibacillus|s__glucanolyticus
h8,g__Lelliottia|s__nimipressuralis
h9,g__Luteitalea|s__pratensis
h9,g__Salinarchaeum|s__sp. Harcht-Bsk1
h2,g__Archaeoglobus|s__profundus
h3,g__Candidatus Phycorickettsia|s__trachydisci
DimethylamineConsumptionimport,g__Methanohalophilus|s__mahii
h8,g__Lactobacillus|s__paragasseri
h5,g__Cyanothece|s__sp. PCC 7425
p__Firmicutes,g__Clostridium|s__argentinense
h7,g__Stenotrophomonas|s__nitritireducens
D-GlucoseGlucoseConsumptionimport,g__Leptotrichia|s__hofstadii
ChenodeoxycholicacidChenodeoxycholateProductionexport,g__Bifidobacterium|s__animalis
16,g__Candidatus Promineofilum|s__breve
h1,g__Staphylococcus|s__aureus
h7,g__Cohnella|s__sp. KS 22
h8,g__Tardiphaga|s__sp. vice154
h7,g__Pseudomonas|s__orientalis
h9,g__Chlorobaculum|s__parvum
h9,g__Candidatus Midichloria|s__mitochondrii
h5,g__Gordonia|s__sp. YC-JH1
h3,g__Oryzomicrobium|s__Rhodocyclaceae bacterium SHINM1
h7,g__Shewanella|s__sp. FDAARGOS_354
h6,g__Erythrobacter|s__aureus
h7,g__Kosmotoga|s__bacterium 36B
h8,g__Burkholderia|s__pseudomultivorans
h0,g__Bdellovibrio|s__sp. KM01
h9,g__Limosilactobacillus|s__Lactobacillus pontis
h6,g__Dietzia|s__timorensis
h8,g__Psychrobacter|s__sp. P11G5
p__Actinobacteria,g__Streptomyces|s__sp. WAC 06738
h1,g__Caldicellulosiruptor|s__changbaiensis
h1,g__Acetobacter|s__ghanensis
p__Proteobacteria,g__Candidatus Kinetoplastibacterium|s__sorsogonicusi
h2,g__Sinorhizobium|s__americanum
h8,g__Brachybacterium|s__sp. SGAir0954
9,g__Bacillus|s__cereus
h8,g__Thermosynechococcus|s__sp. NK55a
p__Proteobacteria,g__Paraburkholderia|s__caribensis
h8,g__Ochrobactrum|s__anthropi
p__Actinobacteria,g__Microbacterium|s__sp. ABRD_28
h0,g__Halorubrum|s__sp. RHB-C
h4,g__Chryseobacterium|s__taihuense
h9,g__Streptomyces|s__sp. TLI_053
h9,g__Archaeoglobus|s__fulgidus
h2,g__Amycolatopsis|s__albispora
h4,g__Pandoraea|s__vervacti
h4,g__Hydrogenophaga|s__crassostreae
h1,g__Pseudomonas|s__mediterranea
h7,g__Frederiksenia|s__canicola
h5,g__Vibrio|s__rumoiensis
317,g__Methanobrevibacter|s__olleyae
h2,g__Desulfurobacterium|s__thermolithotrophum
36,g__Mycoplasma|s__iowae
h9,g__Salinivirga|s__cyanobacteriivorans
h6,g__Mucinivorans|s__hirudinis
h6,g__Corynebacterium|s__camporealensis
h6,g__Raoultella|s__planticola
h3,g__Methanococcus|s__aeolicus
h6,g__Sphingosinicella|s__sp. BN140058
h1,g__Tessaracoccus|s__flavescens
h4,g__Psychrobacter|s__sp. YP14
18,g__Massilia|s__umbonata
h2,g__Spiroplasma|s__corruscae
h3,g__Porphyromonas|s__asaccharolytica
h9,g__Sphingosinicella|s__sp. BN140058
h9,g__Jeotgalibaca|s__porci
h9,g__Saccharophagus|s__degradans
h3,g__Deinococcus|s__sp. NW-56
h9,g__Sphingorhabdus|s__lacus
EthanolProductionexport,g__Streptococcus|s__pseudoporcinus
h1,g__Mariprofundus|s__aestuarium
h4,g__Actinobacillus|s__suis
h5,g__Spirosoma|s__sp. CJU-R4
h1,g__Brevundimonas|s__mediterranea
h4,g__Dickeya|s__dianthicola
h6,g__Rhizobium|s__sp. 007
h1,g__Paenibacillus|s__cellulosilyticus
h2,g__Halobacillus|s__litoralis
p__Proteobacteria,g__Campylobacter|s__pinnipediorum
h3,g__Gordonia|s__bronchialis
9,g__Campylobacter|s__hyointestinalis
h4,g__Mycoplasma|s__cynos
h0,g__Alkalitalea|s__saponilacus
h2,g__Synechococcus|s__sp. PCC 6312
h2,g__Nocardia|s__sp. CS682
h9,g__Rickettsia|s__sibirica
h0,g__Salinibaculum|s__litoreum
p__Bacteroidetes,g__Elizabethkingia|s__anophelis
h9,g__Porphyromonas|s__gingivalis
h1,g__Salicibibacter|s__kimchii
h0,g__Bacillus|s__intestinalis
h3,g__Stenotrophomonas|s__rhizophila
h1,g__Paenibacillus|s__crassostreae
h0,g__Streptomyces|s__sp. FR-008
h7,g__Mycobacteroides|s__[Mycobacterium] stephanolepidis
h1,g__Methylovorus|s__glucosotrophus
h9,g__Acidobacterium|s__capsulatum
h8,g__Caldicellulosiruptor|s__hydrothermalis
h5,g__Beijerinckia|s__indica
NitrateConsumptionimport,g__Roseobacter|s__denitrificans
h1,g__Hymenobacter|s__sp. DG25B
h4,g__Desulfosarcina|s__ovata
h6,g__Microscilla|s__sp. PRE1
p__Proteobacteria,g__Alteromonas|s__pelagimontana
h0,g__Mesorhizobium|s__sp. M2A.F.Ca.ET.043.02.1.1
output,h1
56,g__Sphingobium|s__sp. SCG-1
h6,g__Stigmatella|s__aurantiaca
output,40
h1,g__Salinispora|s__tropica
p__Actinobacteria,g__Actinomyces|s__sp. zg-325
h8,g__Trichormus|s__azollae
h9,g__Paenibacillus|s__sp. 37
h9,g__Maribacter|s__sp. MJ134
h2,g__Mucilaginibacter|s__rubeus
h3,g__Rathayibacter|s__toxicus
h7,g__Rahnella|s__aquatilis
h4,g__Streptomyces|s__sp. CLI2509
h3,g__Fusobacterium|s__pseudoperiodonticum
h9,g__Anoxybacillus|s__amylolyticus
h4,g__Salarchaeum|s__sp. JOR-1
output,L-AlanineD-AlanineAlanineConsumptionimport
h9,g__Chlamydia|s__sp. S15-834C
h3,g__Prevotella|s__jejuni
p__Proteobacteria,g__Octadecabacter|s__temperatus
h5,g__Thermococcus|s__cleftensis
h1,g__Vibrio|s__chagasii
h0,g__Shewanella|s__loihica
h2,g__Maribacter|s__dokdonensis
h7,g__Mycolicibacterium|s__phlei
h3,g__Kingella|s__oralis
h2,g__Pseudomonas|s__sp. CT14
p__Bacteroidetes,g__Flavobacterium|s__sp. LPB0248
h0,g__Brachybacterium|s__vulturis
h4,g__Corynebacterium|s__stationis
h2,g__Nocardia|s__sp. WCH-YHL-001
h1,g__Aeromonas|s__encheleia
6,g__Planococcus|s__sp. MB-3u-03
h7,g__Rothia|s__aeria
h9,g__Salinicola|s__tamaricis
p__Proteobacteria,g__Bartonella|s__bacilliformis
p__Actinobacteria,g__Kitasatospora|s__setae
h6,g__Paenibacillus|s__cellulositrophicus
h6,g__Salinicola|s__tamaricis
h7,g__Diaphorobacter|s__aerolatus
h3,g__Vibrio|s__vulnificus
h0,g__Aeromicrobium|s__marinum
h1,g__Streptococcus|s__porcinus
h2,g__Candidatus Planktophila|s__lacus
h6,g__Paraburkholderia|s__sp. DHF22
h9,g__Helicobacter|s__cetorum
p__Actinobacteria,g__Euzebya|s__sp. DY32-46
h1,g__Rhodococcus|s__sp. SGAir0479
h1,g__Bacillus|s__pacificus
h0,g__Nocardioides|s__sp. S-713
h0,g__Meiothermus|s__taiwanensis
h0,g__Staphylococcus|s__delphini
h4,g__Clostridium|s__tyrobutyricum
h6,g__Microbacterium|s__sp. WY121
h6,g__Pelolinea|s__submarina
h7,g__Kocuria|s__sp. TGY1120_3
p__Bacteroidetes,g__Capnocytophaga|s__sp. oral taxon 902
UreaConsumptionimport,g__Clostridium|s__beijerinckii
h4,g__Nitrospira|s__moscoviensis
h6,g__Acinetobacter|s__soli
h7,g__Lysobacter|s__antibioticus
h2,g__Gillisia|s__sp. Hel1_33_143
h9,g__Candidatus Hamiltonella|s__secondary endosymbiont of Ctenarytaina eucalypti
h9,g__Octadecabacter|s__antarcticus
h7,g__Serratia|s__sp. SCBI
h5,g__Formosa|s__sp. Hel1_33_131
h3,g__Candidatus Hepatoplasma|s__crinochetorum
h8,g__Lysobacter|s__capsici
h2,g__Novibacillus|s__thermophilus
h7,g__Pseudonocardia|s__sp. HH130630-07
SucroseConsumptionimport,g__Bacteroides|s__xylanisolvens
h9,g__Streptococcus|s__gwangjuense
h5,g__Flavobacterium|s__sp. HYN0086
h4,g__Pseudomonas|s__vancouverensis
h8,g__Blastomonas|s__fulva
p__Proteobacteria,g__Rhizobium|s__sp. 11515TR
h2,g__Shewanella|s__khirikhana
h9,g__Acinetobacter|s__tandoii
h3,g__Candidatus Mikella|s__endobia
h2,g__Intestinimonas|s__butyriciproducens
p__Proteobacteria,g__Sphingomonas|s__sp. NBWT7
82,g__Dichelobacter|s__nodosus
h3,g__Sulfurospirillum|s__cavolei
h4,g__Polaromonas|s__sp.
h4,g__Lachnoanaerobaculum|s__umeaense
h1,g__Pseudomonas|s__sp. TCU-HL1
h6,g__Pantoea|s__sp. CCBC3-3-1
h3,g__Rickettsia|s__prowazekii
h5,g__Brasilonema|s__sennae
h9,g__Thermococcus|s__profundus
h1,g__Francisella|s__sp. MA067296
h2,g__Serratia|s__sp. P2ACOL2
h8,g__Acinetobacter|s__nosocomialis
h7,g__Streptomyces|s__sp. 604F
h0,g__Breoghania|s__sp. L-A4
h1,g__Staphylococcus|s__cohnii
h3,g__Sphingobium|s__fuliginis
123,g__Casimicrobium|s__huifangae
h4,g__Thermoanaerosceptrum|s__fracticalcis
h4,g__Frateuria|s__aurantia
h1,g__Sphingomonas|s__sp. YZ-8
h4,g__Dechloromonas|s__sp. HYN0024
h7,g__Marinococcus|s__halophilus
h8,g__Streptomyces|s__katrae
h1,g__Mycobacterium|s__sp. MOTT36Y
h1,g__Pseudomonas|s__agarici
h5,g__Peptacetobacter|s__hiranonis
h6,g__Gordonia|s__sp. KTR9
h7,g__Paenibacillus|s__xylanexedens
h4,g__Spartinivicinus|s__ruber
h6,g__Nocardioides|s__sp. JS614
h1,g__Enterobacter|s__sp. DSM 30060
h2,g__Serratia|s__sp. JUb9
h5,g__Bradyrhizobium|s__sp. CCBAU 21365
h8,g__Dickeya|s__zeae
h5,g__Myxococcus|s__stipitatus
h3,g__Pseudomonas|s__sp. ADAK18
h2,g__Jeotgalibaca|s__ciconiae
p__Firmicutes,g__Geobacillus|s__stearothermophilus
h8,g__Rhodococcus|s__sp. WMMA185
h1,g__Chryseobacterium|s__sp. JV274
h3,g__Halobacterium|s__hubeiense
114,g__Chelatococcus|s__sp. CO-6
h3,g__Runella|s__slithyformis
h8,g__Turicibacter|s__sp. H121
h5,g__Weissella|s__cryptocerci
h7,g__Paenibacillus|s__baekrokdamisoli
h7,g__Pseudomonas|s__graminis
h9,g__Draconibacterium|s__sp. M1
h8,g__Bacillus|s__[Brevibacterium] frigoritolerans
h1,g__Halorubrum|s__sp. T3
h4,g__Pseudomonas|s__sp. ATCC 13867
h3,g__Acidihalobacter|s__aeolianus
h6,g__Methylophilus|s__medardicus
h1,g__Pseudarthrobacter|s__chlorophenolicus
p__Proteobacteria,g__Granulosicoccus|s__antarcticus
h7,g__Pedobacter|s__sp. SW-16
h8,g__Winogradskyella|s__schleiferi
p__Proteobacteria,g__Erwinia|s__tasmaniensis
p__Euryarchaeota,g__Methanosarcina|s__siciliae
h0,g__Xenorhabdus|s__bovienii
h5,g__Rhizobium|s__sp. Kim5
h3,g__Melittangium|s__boletus
h6,g__Nocardioides|s__anomalus
h1,g__Companilactobacillus|s__Lactobacillus farciminis
h9,g__Parashewanella|s__spongiae
h2,g__Pseudomonas|s__sp. A214
h5,g__Delftia|s__sp. KV29
p__Firmicutes,g__Geobacillus|s__sp. 46C-IIa
h0,g__Desulfatibacillum|s__aliphaticivorans
h1,g__Virgibacillus|s__sp. Bac332
h4,g__Hymenobacter|s__sp. PAMC 26628
h9,g__Labrenzia|s__sp. PHM005
h0,g__Pseudomonas|s__sp. R4-35-07
h5,g__Halobacterium|s__salinarum
h8,g__Paenibacillus|s__glucanolyticus
h5,g__Pseudomonas|s__mendocina
h7,g__Pseudomonas|s__extremorientalis
h6,g__Xanthomonas|s__sp. gxlp16
h4,g__Thermaerobacter|s__marianensis
h2,g__Bradyrhizobium|s__japonicum
p__Euryarchaeota,g__Methanopyrus|s__kandleri
h5,g__Latilactobacillus|s__Lactobacillus curvatus
p__Proteobacteria,g__Methylobacterium|s__sp. 4-46
h6,g__Wolbachia|s__endosymbiont of Ctenocephalides felis wCfeJ
h7,g__Marinobacter|s__salinus
h8,g__Caldicellulosiruptor|s__kristjanssonii
h8,g__Edwardsiella|s__anguillarum
h3,g__Aquiflexum|s__balticum
h4,g__Halomonas|s__hydrothermalis
h1,g__Citrobacter|s__sp. RHBSTW-00424
h6,g__Paenibacillus|s__kribbensis
h7,g__Companilactobacillus|s__Lactobacillus crustorum
h8,g__Streptomyces|s__qinzhouensis
h3,g__Nitratireductor|s__sp. OM-1
h0,g__Arcobacter|s__cibarius
h0,g__Peribacillus|s__simplex
h9,g__Candidatus Nitrosopelagicus|s__brevis
h9,g__Endomicrobium|s__Candidatus Endomicrobium trichonymphae
h8,g__Bacillus|s__bombysepticus
h7,g__Pseudomonas|s__sp. R3-52-08
h8,g__Streptomyces|s__lividans
h7,g__Psychrobacter|s__sp. P11G5
h3,g__Salinivibrio|s__costicola
h2,g__Bartonella|s__alsatica
h3,g__Rhodococcus|s__sp. MTM3W5.2
h8,g__Desulfovibrio|s__piger
h0,g__Paenibacillus|s__chitinolyticus
p__Proteobacteria,g__Emcibacter|s__sp. MEBiC09520
h5,g__Pseudomonas|s__prosekii
h0,g__Halomonas|s__meridiana
h7,g__Marinobacter|s__sp. Arc7-DN-1
h1,g__Dokdonia|s__sp. 4H-3-7-5
h4,g__Mycolicibacterium|s__mageritense
h6,g__Borreliella|s__afzelii
h2,g__Kaistella|s__Chryseobacterium carnis
h7,g__Pseudomonas|s__marincola
h8,g__Gimesia|s__benthica
h0,g__Haloarcula|s__marismortui
h1,g__Sulfolobus|s__islandicus
h3,g__Geobacillus|s__thermoleovorans
h7,g__Candidatus Nitrosotenuis|s__cloacae
h6,g__Pontibacter|s__akesuensis
h1,g__Phytohabitans|s__flavus
h4,g__Streptococcus|s__macedonicus
h8,g__Flavobacterium|s__arcticum
h9,g__Oxalobacter|s__formigenes
p__Bacteroidetes,g__Gilvibacter|s__sp. SZ-19
h8,g__Sphingomonas|s__sp. A1
0,g__Mucilaginibacter|s__sp. F39-2
h8,g__Izhakiella|s__sp. KSNA2
h1,g__Companilactobacillus|s__Lactobacillus allii
h5,g__Desulfovibrio|s__hydrothermalis
h0,g__Bacillus|s__sp. NSP9.1
p__Crenarchaeota,g__Pyrobaculum|s__aerophilum
h6,g__Snodgrassella|s__alvi
h0,g__Paenarthrobacter|s__sp. YJN-5
h7,g__Spiroplasma|s__tabanidicola
h0,g__Oceanimonas|s__sp. GK1
h5,g__Agrococcus|s__jejuensis
h3,g__Halomonas|s__sp. GT
h0,g__Spiribacter|s__curvatus
h4,g__Pyrobaculum|s__neutrophilum
h1,g__Defluviitoga|s__tunisiensis
h0,g__Legionella|s__clemsonensis
h0,g__Aliivibrio|s__fischeri
h1,g__Geobacter|s__pickeringii
h9,g__Weeksella|s__virosa
h5,g__Acinetobacter|s__sp. C16S1
h9,g__Nocardioides|s__sp. zg-579
h3,g__Streptomyces|s__sp. WAC 01529
h7,g__Basfia|s__succiniciproducens
h3,g__Spiroplasma|s__melliferum
4-AminobutyrateGABAConsumptionimport,g__Anaerostipes|s__caccae
h1,g__Leisingera|s__sp. NJS204
h6,g__Pseudoalteromonas|s__ruthenica
h2,g__Methanococcus|s__aeolicus
h0,g__Aquimarina|s__sp. AD1
h7,g__Campylobacter|s__upsaliensis
h9,g__Streptococcus|s__australis
h9,g__Pseudoalteromonas|s__ruthenica
h0,g__Sulfurisphaera|s__ohwakuensis
h0,g__Streptomyces|s__albus
p__Chloroflexi,g__Roseiflexus|s__sp. RS-1
h1,g__Alcanivorax|s__borkumensis
h8,g__Methanosalsum|s__zhilinae
h9,g__Exiguobacterium|s__antarcticum
h0,g__Geobacter|s__metallireducens
h7,g__Bordetella|s__petrii
h8,g__Pseudomonas|s__resinovorans
h8,g__Ruminiclostridium|s__cellulolyticum
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,g__Desulfotomaculum|s__nigrificans
h3,g__Candidatus Pelagibacter|s__sp. FZCC0015
p__Actinobacteria,g__Salinibacterium|s__sp. ZJ70
h3,g__Hyphomonas|s__sp. CACIAM 19H1
h8,g__Desulfallas|s__gibsoniae
h3,g__Shewanella|s__donghaensis
h7,g__Alienimonas|s__californiensis
ChenodeoxycholicacidChenodeoxycholateProductionexport,g__Bifidobacterium|s__bifidum
h7,g__Photobacterium|s__damselae
p__Actinobacteria,g__Streptomyces|s__qaidamensis
h0,g__Virgibacillus|s__necropolis
h1,g__Dickeya|s__zeae
h5,g__Sulfitobacter|s__pontiacus
h7,g__Solitalea|s__canadensis
h7,g__Acinetobacter|s__wuhouensis
h4,g__Pseudomonas|s__reinekei
h5,g__Kosmotoga|s__bacterium 36B
h1,g__Paucibacter|s__sp. KCTC 42545
h6,g__Streptomyces|s__cinereoruber
h2,g__Coxiella|s__endosymbiont of Amblyomma sculptum
h6,g__Acetobacterium|s__sp. KB-1
h0,g__Roseibacterium|s__elongatum
22,g__Selenomonas|s__sp. oral taxon 136
274,g__Pulveribacter|s__suum
AcetateProductionexport,g__Odoribacter|s__splanchnicus
CarbonmonoxideCOConsumptionimport,g__Methanothermobacter|s__marburgensis
h2,g__Duncaniella|s__sp. C9
h6,g__Pseudomonas|s__simiae
h3,g__Rhizobium|s__sp. CCGE531
h6,g__Stenotrophomonas|s__sp. SAU14A_NAIMI4_5
h7,g__Janthinobacterium|s__lividum
h3,g__Achromobacter|s__ruhlandii
h2,g__Tomitella|s__sp. HY188
h2,g__Cobetia|s__marina
p__Proteobacteria,g__Epibacterium|s__mobile
h5,g__Streptomyces|s__vietnamensis
h5,g__Vibrio|s__sp. EJY3
h6,g__Micromonospora|s__zamorensis
h7,g__Izhakiella|s__sp. KSNA2
h1,g__Commensalibacter|s__sp. ESL0284
h3,g__Methylophaga|s__nitratireducenticrescens
h2,g__Burkholderia|s__sp. THE68
h1,g__Candidatus Nitrosocosmicus|s__franklandus
h2,g__Serratia|s__sp. FGI94
h3,g__Candidatus Nanopelagicus|s__limnes
h4,g__Mesorhizobium|s__sp. NZP2298
h1,g__Emcibacter|s__congregatus
h4,g__Terasakiella|s__sp. SH-1
h5,g__Nocardioides|s__sp. zg-579
h8,g__Staphylococcus|s__cohnii
h8,g__Halomonas|s__sp. GT
h9,g__Leptotrichia|s__sp. oral taxon 212
h5,g__Paenibacillus|s__glucanolyticus
output,p__Gemmatimonadetes
h3,g__Cellulomonas|s__sp. PSBB021
h6,g__Erwinia|s__tasmaniensis
