parent,child
h1,g__Empedobacter|s__brevis
h3,g__Sandaracinobacter|s__sp. M6
h5,g__Methanococcus|s__aeolicus
CadaverineProductionexport,g__Campylobacter|s__jejuni
h7,g__Chelativorans|s__sp. BNC1
h3,g__Providencia|s__stuartii
h6,g__Streptomyces|s__avermitilis
h8,g__Thermomonospora|s__curvata
k__Bacteria,g__Kitasatospora|s__sp. MMS16-BH015
h5,g__Streptococcus|s__thermophilus
h5,g__Azospirillum|s__thermophilum
h8,g__Geobacillus|s__thermoleovorans
h1,g__Myxococcus|s__fulvus
h8,g__Acinetobacter|s__sp. FDAARGOS_724
h4,g__Kingella|s__kingae
h9,g__Rhodococcus|s__sp. AQ5-07
k__Bacteria,g__Saccharospirillum|s__mangrovi
h1,g__Halorhodospira|s__halophila
h6,g__Streptosporangium|s__sp. 'caverna'
k__Archaea,g__Methanocorpusculum|s__labreanum
h1,g__Aeromicrobium|s__choanae
output,AcetateProductionexport
k__Bacteria,g__Streptomyces|s__coelicolor
h0,g__Rickettsia|s__japonica
h4,g__Aeromonas|s__sp. ASNIH7
h1,g__Mycoplasma|s__hominis
h8,g__Corynebacterium|s__kroppenstedtii
h6,g__Candidatus Planktophila|s__lacus
h8,g__Clostridioides|s__difficile
h8,g__Rhodoluna|s__Candidatus Rhodoluna planktonica
h9,g__Chryseobacterium|s__sp. F5649
h4,g__Echinicola|s__sp. LN3S3
h2,g__Youhaiella|s__tibetensis
h4,g__Sulfurimonas|s__sp. 1-1N
h3,g__Streptomyces|s__bingchenggensis
h2,g__Sphaerotilus|s__natans
k__Bacteria,g__Streptomyces|s__sp. CCM_MD2014
h3,g__Thermococcus|s__onnurineus
h2,g__Raphidiopsis|s__curvata
h4,g__Gordonia|s__rubripertincta
h5,g__Wolbachia|s__endosymbiont of Trichogramma pretiosum
h6,g__Candidatus Nanopelagicus|s__limnes
h8,g__Bacillus|s__sp. NSP9.1
k__Bacteria,g__Atlantibacter|s__hermannii
k__Bacteria,g__Pantoea|s__ananatis
k__Bacteria,g__Flavobacterium|s__sp. xlx-214
237,g__Bradyrhizobium|s__symbiodeficiens
h0,g__Avibacterium|s__paragallinarum
h2,g__Corynebacterium|s__sp. sy039
h1,g__Corynebacterium|s__riegelii
h3,g__Chryseobacterium|s__indoltheticum
h4,g__Nonlabens|s__sp. Ci31
h8,g__Citrobacter|s__braakii
k__Bacteria,g__Pseudomonas|s__rhizosphaerae
h7,g__Staphylococcus|s__capitis
h0,g__Carnobacterium|s__sp. 17-4
h7,g__Burkholderia|s__multivorans
h5,g__Flavisolibacter|s__sp. 17J28-1
RaffinoseConsumptionimport,g__Bifidobacterium|s__angulatum
h2,g__Streptomyces|s__sp. CFMR 7
h7,g__Mycoplasmopsis|s__columbina
h6,g__Burkholderia|s__[Pseudomonas] mesoacidophila
h3,g__Flavobacterium|s__sp. M31R6
h5,g__Sulfuriflexus|s__mobilis
h4,g__Halobellus|s__limi
h3,g__Altibacter|s__sp. ALE3EI
h3,g__Methanoculleus|s__marisnigri
h6,g__Pectobacterium|s__wasabiae
4,g__Hirschia|s__baltica
h0,g__Syntrophobotulus|s__glycolicus
h6,g__Azoarcus|s__sp. M9-3-2
h0,g__Saccharomonospora|s__azurea
h3,g__Candidatus Planktophila|s__dulcis
k__Bacteria,g__Marinobacter|s__sp. Arc7-DN-1
k__Bacteria,g__Massilia|s__flava
h1,g__Marinomonas|s__sp. MWYL1
h2,g__Candidatus Nanosynbacter|s__lyticus
h3,g__Mariprofundus|s__aestuarium
h6,g__Salinibacter|s__ruber
h7,g__Luteitalea|s__pratensis
h8,g__Brasilonema|s__sennae
h2,g__Pseudomonas|s__lurida
h6,g__Chlorobaculum|s__limnaeum
k__Bacteria,g__Spirosoma|s__aerolatum
h4,g__Melittangium|s__boletus
h9,g__Dyadobacter|s__fermentans
h0,g__Actinoalloteichus|s__fjordicus
h1,g__Natronorubrum|s__bangense
h0,g__Bordetella|s__parapertussis
9,g__Massilia|s__oculi
h2,g__Streptococcus|s__himalayensis
h9,g__Limnohabitans|s__sp. 63ED37-2
h5,g__Enterobacter|s__sp. E76
h6,g__Halomonas|s__sp. SF2003
h5,g__Rufibacter|s__tibetensis
h5,g__Halomonas|s__sp. NBT06E8
h0,g__Actinobacillus|s__pleuropneumoniae
h0,g__Pseudomonas|s__lactis
h2,g__Microbacterium|s__hominis
h5,g__Aeromicrobium|s__erythreum
h9,g__Acinetobacter|s__tandoii
h2,g__Saccharopolyspora|s__spinosa
h7,g__Schleiferilactobacillus|s__Lactobacillus harbinensis
h7,g__Dermacoccus|s__nishinomiyaensis
k__Bacteria,g__Pseudopuniceibacterium|s__sp. HQ09
h5,g__Nocardiopsis|s__alba
h3,g__Hungateiclostridium|s__clariflavum
h2,g__Mycolicibacterium|s__goodii
h5,g__Emcibacter|s__sp. MEBiC09520
CellobioseConsumptionimport,g__Clostridium|s__acetobutylicum
h5,g__Streptomyces|s__sp. S1A1-7
h6,g__Rathayibacter|s__iranicus
h2,g__Burkholderia|s__multivorans
h4,g__Synechococcus|s__sp. WH 8101
h2,g__Komagataeibacter|s__oboediens
h7,g__Legionella|s__geestiana
h4,g__Zunongwangia|s__profunda
h3,g__Mycoplasma|s__pulmonis
h3,g__Gemmata|s__massiliana
h8,g__Corynebacterium|s__singulare
h0,g__Vibrio|s__rumoiensis
h6,g__Hyphobacterium|s__sp. CCMP332
h3,g__Aureimonas|s__sp. LMG 31693
h3,g__Dermacoccus|s__nishinomiyaensis
h5,g__Streptomyces|s__sp. RLB3-17
h8,g__Amycolatopsis|s__keratiniphila
k__Bacteria,g__Proteiniphilum|s__saccharofermentans
h8,g__Rhodococcus|s__sp. BH4
h3,g__Brevibacillus|s__formosus
h3,g__Janibacter|s__sp. YB324
h5,g__Mycolicibacterium|s__mageritense
h3,g__Mycobacterium|s__gordonae
h5,g__Oryzomicrobium|s__Rhodocyclaceae bacterium SHINM1
h6,g__Thermoanaerobacterium|s__thermosaccharolyticum
h1,g__Planobispora|s__rosea
h5,g__Candidatus Nitrosocosmicus|s__franklandus
h4,g__Terribacillus|s__goriensis
h1,g__Spiroplasma|s__atrichopogonis
h7,g__Thermanaerovibrio|s__acidaminovorans
FormaldehydeConsumptionimport,g__Methylobacterium|s__nodulans
h1,g__Rhizobium|s__sp. ADMK78
h6,g__Stenotrophomonas|s__sp. YAU14A_MKIMI4_1
k__Bacteria,g__Streptomyces|s__sp. S8
h8,g__Pseudomonas|s__saudiphocaensis
h0,g__Prevotella|s__intermedia
EthanolProductionexport,g__Clostridium|s__beijerinckii
h1,g__Geobacter|s__sp. M21
h6,g__Escherichia|s__fergusonii
k__Bacteria,g__Lawsonella|s__clevelandensis
h3,g__Azoarcus|s__sp. M9-3-2
h8,g__Methylophaga|s__frappieri
h0,g__Streptococcus|s__sp. 116-D4
h0,g__Sphingobium|s__sp. Cam5-1
CO2Consumptionimport,g__Acidimicrobium|s__ferrooxidans
h1,g__Jatrophihabitans|s__sp. GAS493
h5,g__Rothia|s__amarae
h6,g__Catenulispora|s__acidiphila
h2,g__Anaerotignum|s__propionicum
h5,g__Paraburkholderia|s__fungorum
h5,g__Anaplasma|s__centrale
h0,g__Confluentimicrobium|s__sp. EMB200-NS6
k__Bacteria,g__Celeribacter|s__ethanolicus
k__Bacteria,g__Burkholderia|s__sp. KK1
k__Bacteria,g__Polynucleobacter|s__acidiphobus
h7,g__Pseudomonas|s__sp. ADAK13
output,IndoleConsumptionimport
k__Bacteria,g__Rickettsia|s__rhipicephali
h5,g__Shigella|s__flexneri
k__Bacteria,g__Pseudoalteromonas|s__sp. 1_2015MBL_MicDiv
h2,g__Dickeya|s__fangzhongdai
h4,g__Celeribacter|s__baekdonensis
0,g__Hymenobacter|s__sp. HDW8
h2,g__Streptomyces|s__rectiverticillatus
h1,g__Deinococcus|s__sp. S14-83
h4,g__Micrococcus|s__sp. 28
h4,g__Brevibacterium|s__sp. YB235
h1,g__Sphingobacterium|s__sp. dk4302
h2,g__Flavobacterium|s__sp. KBS0721
h4,g__Rickettsia|s__heilongjiangensis
h6,g__Acinetobacter|s__sp. TGL-Y2
h8,g__Shewanella|s__xiamenensis
h9,g__Pseudomonas|s__synxantha
h1,g__Rhizobium|s__tropici
h4,g__Brevibacillus|s__brevis
h4,g__Pseudarthrobacter|s__sp. NIBRBAC000502770
h1,g__Leucobacter|s__sp. HDW9A
h4,g__Acinetobacter|s__towneri
h7,g__Blattabacterium|s__sp. (Periplaneta americana)
k__Bacteria,g__Anaerococcus|s__mediterraneensis
76,g__Limnochorda|s__pilosa
h5,g__Caldivirga|s__maquilingensis
h3,g__Thermaerobacter|s__sp. FW80
L-ValineValineD-ValineConsumptionimport,g__Streptococcus|s__salivarius
h1,g__Sinorhizobium|s__fredii
h3,g__Liquorilactobacillus|s__Lactobacillus hordei
h0,g__Desulfovibrio|s__vulgaris
h3,g__Pararhodospirillum|s__photometricum
h7,g__Pseudonocardia|s__sp. AL041005-10
h5,g__Candidatus Nitrosomarinus|s__catalina
h6,g__Nostoc|s__sp. CENA543
h7,g__Algibacter|s__sp. L1A34
h0,g__Methylosinus|s__trichosporium
h3,g__Mycoplasma|s__iowae
h7,g__Leptotrichia|s__sp. oral taxon 212
h6,g__Neisseria|s__sicca
h4,g__Actinomadura|s__sp. NAK00032
h2,g__Carboxydothermus|s__hydrogenoformans
h6,g__Clostridium|s__sp. MF28
h9,g__Pseudomonas|s__sp. R2-60-08W
h5,g__Serratia|s__sp. SCBI
h4,g__Singulisphaera|s__acidiphila
DimethylamineConsumptionimport,g__Methanohalophilus|s__mahii
h4,g__Pseudomonas|s__koreensis
h9,g__Microlunatus|s__soli
h6,g__Nocardioides|s__sp. JS614
h4,g__Prevotella|s__dentalis
h1,g__Kluyvera|s__cryocrescens
h0,g__Aminipila|s__butyrica
h0,g__Candidatus Vesicomyosocius|s__Bathymodiolus thermophilus thioautotrophic gill symbiont
h3,g__Ahniella|s__affigens
h4,g__Halomonas|s__hydrothermalis
k__Bacteria,g__Enterococcus|s__sp. DA9
h4,g__Mycoplasma|s__dispar
h5,g__Latilactobacillus|s__Lactobacillus sakei
h9,g__Rhizobium|s__sp. TAL182
h6,g__Cedecea|s__lapagei
k__Bacteria,g__Nostoc|s__edaphicum
h1,g__Sphingosinicella|s__microcystinivorans
h2,g__Microbulbifer|s__sp. A4B17
h4,g__Paenibacillus|s__riograndensis
h0,g__Sphingomonas|s__insulae
h5,g__Synechococcus|s__sp. RCC307
0,g__Lactobacillus|s__gallinarum
h0,g__Nitrospira|s__defluvii
h2,g__Acidithiobacillus|s__ferrivorans
h1,g__Pseudoxanthomonas|s__spadix
h5,g__Rhodococcus|s__sp. 2G
20,g__Glycocaulis|s__alkaliphilus
h2,g__Streptomyces|s__luteoverticillatus
h5,g__Actinomyces|s__sp. 432
k__Bacteria,g__Ramlibacter|s__tataouinensis
h8,g__Nostoc|s__sp. TCL26-01
47,g__Variovorax|s__sp. 38R
h7,g__Tissierella|s__Tissierellia sp. JN-28
h8,g__Streptomyces|s__pactum
k__Bacteria,g__Mesorhizobium|s__sp. WSM1497
h4,g__Pseudorhodoplanes|s__sinuspersici
h7,g__Vibrio|s__aphrogenes
h6,g__Azospirillum|s__ramasamyi
h1,g__Listeria|s__welshimeri
h7,g__Flavobacterium|s__sp. Sr18
h8,g__Salinibacterium|s__sp. ZJ70
k__Bacteria,g__Sphingobium|s__chlorophenolicum
h6,g__Lactobacillus|s__iners
h5,g__Aquifex|s__aeolicus
h5,g__Cellulomonas|s__sp. PSBB021
h6,g__Legionella|s__fallonii
h4,g__Achromobacter|s__xylosoxidans
h6,g__Citrobacter|s__sp. RHBSTW-00446
h7,g__Microbulbifer|s__thermotolerans
h2,g__Alteromonas|s__sp. 76-1
h0,g__Calothrix|s__sp. NIES-2100
h3,g__Flavobacterium|s__arcticum
h2,g__Delftia|s__sp. Cs1-4
h7,g__Pseudoalteromonas|s__sp. THAF3
h1,g__Mesoplasma|s__entomophilum
h9,g__Pseudonocardia|s__sp. CGMCC 4.1532
h2,g__Saliniradius|s__amylolyticus
h0,g__Rhizobium|s__daejeonense
h3,g__Burkholderia|s__sp. KBS0801
h3,g__Methylorubrum|s__zatmanii
h7,g__Pediococcus|s__damnosus
k__Bacteria,g__Micromonospora|s__coxensis
h6,g__Granulicella|s__tundricola
h5,g__Streptococcus|s__sp. CNU G3
h8,g__Natrinema|s__versiforme
k__Bacteria,g__Labilibaculum|s__antarcticum
k__Archaea,g__Sulfolobus|s__tengchongensis
h5,g__Actinomyces|s__viscosus
k__Bacteria,g__Pseudomonas|s__sp. DG56-2
h1,g__Amycolatopsis|s__orientalis
h8,g__Chryseobacterium|s__sp. 7-3A
h7,g__Murdochiella|s__vaginalis
h4,g__Phytobacter|s__diazotrophicus
h1,g__Acidovorax|s__avenae
h0,g__Mycobacterium|s__florentinum
h8,g__Moritella|s__marina
h9,g__Defluviicoccus|s__vanus
h4,g__Ornithobacterium|s__rhinotracheale
h2,g__Sulfuriferula|s__nivalis
h6,g__Borreliella|s__spielmanii
h7,g__Aliivibrio|s__salmonicida
h7,g__Sphingomonas|s__sp. AE3
h9,g__Vibrio|s__sp. Sal10
h9,g__Desulfurococcus|s__amylolyticus
h4,g__Pseudomonas|s__sp. R84
h8,g__Pseudomonas|s__sp. K2W31S-8
h8,g__Pseudomonas|s__sp. Z003-0.4C(8344-21)
h6,g__Pseudomonas|s__extremorientalis
FructanInulinLevanMacromoleculedegradation,g__Bifidobacterium|s__adolescentis
h8,g__Octadecabacter|s__temperatus
h9,g__Janthinobacterium|s__sp. LM6
h3,g__Synechococcus|s__sp. KORDI-49
h1,g__Asticcacaulis|s__excentricus
h8,g__Euzebya|s__sp. DY32-46
h8,g__Herbaspirillum|s__robiniae
h8,g__Mesorhizobium|s__sp. N3
h0,g__Tatumella|s__ptyseos
output,109
h6,g__Bradyrhizobium|s__paxllaeri
h2,g__Microbulbifer|s__thermotolerans
h6,g__Marinobacter|s__fonticola
k__Bacteria,g__Actinomyces|s__sp. oral taxon 414
k__Bacteria,g__Staphylococcus|s__equorum
h1,g__Liberibacter|s__Candidatus Liberibacter africanus
h7,g__Staphylococcus|s__argenteus
h0,g__Nonlabens|s__sp. MIC269
h6,g__Pseudonocardia|s__sp. EC080625-04
39,g__Desulfurispirillum|s__indicum
output,CaproateHexanoateConsumptionimport
h0,g__Amycolatopsis|s__albispora
h0,g__Serratia|s__sp. SSNIH1
h2,g__Mesorhizobium|s__sp. N3
h3,g__Pseudoalteromonas|s__ruthenica
k__Bacteria,g__Candidatus Vesicomyosocius|s__Bathymodiolus septemdierum thioautotrophic gill symbiont
h4,g__Psychrobacillus|s__glaciei
h7,g__Altererythrobacter|s__epoxidivorans
h8,g__Streptomyces|s__cyaneogriseus
h9,g__Ornithinimicrobium|s__sp. H23M54
h5,g__Streptomyces|s__seoulensis
k__Bacteria,g__Synechococcus|s__sp. CC9605
h2,g__Clostridium|s__sp. AWRP
h6,g__Halanaerobium|s__hydrogeniformans
k__Bacteria,g__Microbulbifer|s__sp. ALW1
h6,g__Sphingomonas|s__sp. C33
k__Bacteria,g__Fimbriimonas|s__ginsengisoli
h2,g__Devosia|s__sp. D6-9
h0,g__Azoarcus|s__sp. CIB
h8,g__Brevundimonas|s__vancanneytii
h5,g__Actinomarinicola|s__tropica
h1,g__Burkholderia|s__sp. YI23
h0,g__Melaminivora|s__sp. SC2-9
h3,g__Hungateiclostridium|s__thermocellum
h3,g__Leptospira|s__kmetyi
h8,g__Anoxybacillus|s__sp. PDR2
h1,g__Natronomonas|s__moolapensis
h1,g__Brevirhabdus|s__pacifica
h1,g__Gordonia|s__sp. HY186
h7,g__Legionella|s__hackeliae
h7,g__Anoxybacillus|s__sp. PDR2
h1,g__Lactobacillus|s__sp. D1501
h9,g__Corynebacterium|s__sp. zg-320
NitrateConsumptionimport,g__Bacillus|s__pumilus
EthanolProductionexport,g__Escherichia|s__fergusonii
h2,g__Mesorhizobium|s__sp. M3A.F.Ca.ET.080.04.2.1
h6,g__Clostridium|s__beijerinckii
h6,g__Legionella|s__spiritensis
h0,g__Enterobacter|s__kobei
h6,g__Halarchaeum|s__sp. CBA1220
k__Bacteria,g__Sulfitobacter|s__sp. SK011
h0,g__Mannheimia|s__sp. ZY190616
h8,g__Pseudomonas|s__syringae
h9,g__Aerococcus|s__urinae
h4,g__Lactobacillus|s__acetotolerans
h9,g__Leisingera|s__sp. NJS201
h3,g__Streptomyces|s__sp. CRXT-Y-14
h3,g__Acidilobus|s__saccharovorans
h3,g__Bordetella|s__bronchialis
h0,g__Pseudomonas|s__frederiksbergensis
h8,g__Pseudomonas|s__sp. ATCC 13867
h8,g__Acinetobacter|s__baumannii
h8,g__Corynebacterium|s__mycetoides
h2,g__Streptacidiphilus|s__bronchialis
h9,g__Caulobacter|s__rhizosphaerae
h9,g__Sphingomonas|s__sp. AAP5
h8,g__Yersinia|s__hibernica
h2,g__Planococcus|s__faecalis
h2,g__Neisseria|s__weaveri
h6,g__Chryseolinea|s__soli
h7,g__Sulfurimonas|s__gotlandica
h8,g__Nitrosospira|s__lacus
h1,g__Rubrivivax|s__gelatinosus
h9,g__Colwellia|s__sp. MT41
h6,g__Bradyrhizobium|s__sp. ORS 285
h9,g__Sphingomonas|s__sp. SH
h7,g__Dictyoglomus|s__turgidum
h3,g__Enterobacter|s__oligotrophicus
GlycodeoxycholateConsumptionimport,g__Bifidobacterium|s__animalis
h8,g__Bacillus|s__freudenreichii
k__Bacteria,g__Starkeya|s__novella
h6,g__Thermosipho|s__africanus
h7,g__Sphingomonas|s__sp. HMP9
h3,g__Polaribacter|s__sp. L12M9
h4,g__Synechococcus|s__sp. A15-127
h6,g__Microbacterium|s__sp. LKL04
h3,g__Klebsiella|s__aerogenes
h5,g__Streptococcus|s__australis
h5,g__Micrococcus|s__sp. A7
h7,g__Corynebacterium|s__matruchotii
h9,g__Citrobacter|s__sp. CFNIH10
h1,g__Escherichia|s__sp. SCLE84
k__Bacteria,g__Vagococcus|s__carniphilus
h0,g__Acinetobacter|s__pittii
h5,g__Gordonia|s__ajococcus
h8,g__Shewanella|s__psychrophila
h9,g__Paenibacillus|s__barcinonensis
h9,g__Streptomyces|s__sp. NA02536
h7,g__Proteus|s__mirabilis
h2,g__Legionella|s__hackeliae
h9,g__Microlunatus|s__sp. Gsoil 973
h5,g__Pseudomonas|s__fragi
h1,g__Elizabethkingia|s__meningoseptica
h7,g__Janthinobacterium|s__svalbardensis
PantothenicacidVitaminB5PantothenateConsumptionimport,g__Clostridium|s__acetobutylicum
h6,g__Bacillus|s__sp. AM1(2019)
h5,g__Proteus|s__hauseri
h1,g__Flavobacterium|s__crassostreae
h6,g__Diaphorobacter|s__sp. JS3050
h1,g__Clostridium|s__cochlearium
h7,g__Mycobacterium|s__gallinarum
h8,g__Myxococcus|s__xanthus
h9,g__Labrenzia|s__alexandrii
h5,g__Octadecabacter|s__arcticus
h6,g__Thermus|s__sp. CCB_US3_UF1
h4,g__Kitasatospora|s__setae
h5,g__Rickettsia|s__endosymbiont of Bemisia tabaci
h4,g__Nostoc|s__sp. CENA543
h9,g__Sorangium|s__cellulosum
h4,g__Pseudomonas|s__taetrolens
h7,g__Chlamydia|s__caviae
k__Bacteria,g__Cloacibacillus|s__porcorum
h2,g__Corynebacterium|s__glutamicum
h5,g__Streptococcus|s__respiraculi
h2,g__Pedobacter|s__sp. KBS0701
h2,g__Xanthobacter|s__autotrophicus
h5,g__Nesterenkonia|s__sp. NBAIMH1
h6,g__Thermosipho|s__sp. 1070
h6,g__Blastomonas|s__sp. RAC04
h7,g__Aminobacter|s__sp. MDW-2
h8,g__Methanocaldococcus|s__fervens
h3,g__Pseudomonas|s__sp. R76
h1,g__Olleya|s__sp. Bg11-27
h7,g__Bartonella|s__ancashensis
h2,g__Streptomyces|s__cavourensis
h6,g__Salinarchaeum|s__sp. Harcht-Bsk1
h4,g__Rahnella|s__sp. WMR120
h8,g__Caldicellulosiruptor|s__kristjanssonii
h2,g__Leuconostoc|s__sp. C2
h7,g__Winogradskyella|s__sp. PG-2
h6,g__Solibacillus|s__silvestris
h9,g__Caldicellulosiruptor|s__saccharolyticus
h6,g__Thermovirga|s__lienii
h5,g__Bermanella|s__marisrubri
8,g__Laribacter|s__hongkongensis
h0,g__Pseudomonas|s__sp. UW4
h1,g__Geobacillus|s__stearothermophilus
h6,g__Paenibacillus|s__albus
h6,g__Metallosphaera|s__sedula
h0,g__Nocardioides|s__sp. zg-579
h7,g__Mycolicibacterium|s__gilvum
h1,g__Halomonas|s__sp. THAF5a
h4,g__Rufibacter|s__tibetensis
h1,g__Alteromonas|s__australica
h7,g__Mycobacterium|s__gordonae
k__Bacteria,g__Weissella|s__diestrammenae
h7,g__Thiomicrorhabdus|s__aquaedulcis
h7,g__Mannheimia|s__sp. USDA-ARS-USMARC-1261
h6,g__Streptomyces|s__griseofuscus
h9,g__Enterococcus|s__sp.
h3,g__Streptococcus|s__himalayensis
k__Bacteria,g__Halomonas|s__titanicae
h4,g__Thermosipho|s__sp. 1070
h4,g__Blastomonas|s__sp. RAC04
h8,g__Cobetia|s__marina
h2,g__Streptococcus|s__sp. 116-D4
h0,g__Brevibacterium|s__sp. PAMC23299
h0,g__Pseudarthrobacter|s__sp. YJ56
h4,g__Kaistella|s__Chryseobacterium antarcticum
h0,g__Acidilobus|s__sp. 7A
h7,g__Gilliamella|s__apicola
h9,g__Caldanaerobacter|s__subterraneus
h9,g__Acinetobacter|s__sp. WCHAc010052
D-GalactoseConsumptionimport,g__Bifidobacterium|s__bifidum
h0,g__Auricoccus|s__indicus
h9,g__Methanothrix|s__Methanosaeta harundinacea
alpha-LinolenicacidOmega-3fattyacidConsumptionimport,g__Ruminococcus|s__albus
h0,g__Pseudomonas|s__sp. KBS0707
h5,g__Picrophilus|s__oshimae
2,g__Sandaracinus|s__amylolyticus
h2,g__Pseudomonas|s__sp. R4-39-08
h0,g__Marinilactibacillus|s__sp. 15R
h0,g__Leisingera|s__sp. NJS204
h5,g__Methylobacterium|s__currus
h5,g__Nitrososphaera|s__Candidatus Nitrososphaera evergladensis
h4,g__Muricauda|s__ruestringensis
h9,g__Methanocaldococcus|s__vulcanius
h4,g__Hippea|s__maritima
h6,g__Candidatus Nitrosocaldus|s__cavascurensis
h7,g__Rothia|s__terrae
h8,g__Legionella|s__oakridgensis
h0,g__Runella|s__slithyformis
h8,g__Treponema|s__sp. OMZ 804
h8,g__Akkermansia|s__muciniphila
h1,g__Wolbachia|s__endosymbiont of Folsomia candida
h8,g__Aggregatibacter|s__segnis
h8,g__Fervidobacterium|s__pennivorans
h5,g__Borrelia|s__duttonii
h4,g__Clostridium|s__sp. JN-9
h0,g__Pseudomonas|s__sp. RU47
k__Bacteria,g__Brasilonema|s__octagenarum
h2,g__Isoptericola|s__variabilis
h2,g__Pseudomonas|s__sp. FDAARGOS_380
h1,g__Melittangium|s__boletus
h2,g__Wenzhouxiangella|s__sp. AB-CW3
h5,g__Mycolicibacterium|s__helvum
h7,g__Corynebacterium|s__glyciniphilum
h6,g__Liberibacter|s__Candidatus Liberibacter asiaticus
h1,g__Desulfovibrio|s__magneticus
k__Bacteria,g__Gramella|s__salexigens
h0,g__Cupriavidus|s__nantongensis
h1,g__Citrobacter|s__sp. RHB36-C18
h9,g__Alicycliphilus|s__denitrificans
h9,g__Arcobacter|s__butzleri
output,L-ThreonineThreonineProductionexport
h4,g__Vibrio|s__crassostreae
h6,g__Bradyrhizobium|s__diazoefficiens
h3,g__Synechococcus|s__sp. HK01-R
h3,g__Cronobacter|s__universalis
h4,g__Nostoc|s__sp. PCC 7524
h8,g__Helicobacter|s__pullorum
k__Bacteria,g__Sphingomonas|s__sp. KC8
h4,g__Rhodospirillum|s__centenum
h5,g__Serratia|s__sp. KUDC3025
h5,g__Litorilituus|s__sediminis
h9,g__Ignavibacterium|s__album
k__Bacteria,g__Microbacterium|s__chocolatum
h6,g__Ralstonia|s__insidiosa
5,g__Clostridium|s__septicum
h6,g__Chryseoglobus|s__indicus
h4,g__Vibrio|s__alfacsensis
h0,g__Methanococcus|s__aeolicus
h8,g__Mycoplasma|s__genitalium
h9,g__Chryseobacterium|s__sp. 3008163
NitrateConsumptionimport,g__Bacillus|s__amyloliquefaciens
h1,g__Kurthia|s__zopfii
h0,g__Vibrio|s__sp. 0908
h6,g__Dickeya|s__poaceiphila
h3,g__Geminocystis|s__herdmanii
h1,g__Stenotrophomonas|s__sp. SAU14A_NAIMI4_8
h7,g__Massilia|s__albidiflava
h6,g__Thalassolituus|s__oleivorans
h2,g__Wenyingzhuangia|s__fucanilytica
h7,g__Mycolicibacterium|s__monacense
h9,g__Sulfurospirillum|s__halorespirans
h9,g__Polaromonas|s__sp. E3S
h8,g__Alcanivorax|s__xenomutans
h1,g__Pandoraea|s__sputorum
h4,g__Rickettsia|s__conorii
h5,g__Synechococcus|s__sp. KORDI-52
h6,g__Acinetobacter|s__sp. MYb10
h8,g__Intestinimonas|s__butyriciproducens
h5,g__Pseudodesulfovibrio|s__sp. zrk46
h8,g__Streptococcus|s__himalayensis
h2,g__Colwellia|s__psychrerythraea
h8,g__Vibrio|s__spartinae
k__Bacteria,g__Streptococcus|s__sp. HSISS1
h0,g__Conexivisphaera|s__calidus
h3,g__Bradyrhizobium|s__betae
h9,g__Tetrasphaera|s__sp. HKS02
h0,g__Kluyvera|s__genomosp. 3
h3,g__Limnoglobus|s__roseus
h2,g__Agarilytica|s__rhodophyticola
k__Bacteria,g__Caldicellulosiruptor|s__bescii
h0,g__Methanocella|s__arvoryzae
h0,g__Christensenella|s__minuta
h0,g__Bacillus|s__sp. RZ2MS9
h2,g__Myroides|s__sp. A21
output,ButyrateProductionexport
h5,g__Thalassobius|s__gelatinovorus
h5,g__Candidatus Hodgkinia|s__cicadicola
h7,g__Candidatus Hepatoplasma|s__crinochetorum
h0,g__Oceanithermus|s__profundus
h8,g__Heliobacterium|s__modesticaldum
h8,g__Streptomyces|s__alboniger
h5,g__Synechococcus|s__sp. MVIR-18-1
h3,g__Liberibacter|s__Candidatus Liberibacter americanus
h1,g__Agrococcus|s__sp. SGAir0287
k__Bacteria,g__Candidatus Phytoplasma|s__Wheat blue dwarf phytoplasma
h7,g__Marivirga|s__tractuosa
h0,g__Actinosynnema|s__pretiosum
h7,g__Streptomyces|s__venezuelae
h9,g__Kangiella|s__profundi
h9,g__Streptomyces|s__lunaelactis
h4,g__Taylorella|s__asinigenitalis
h1,g__Azoarcus|s__sp. KH32C
h4,g__Flavobacterium|s__sp. 140616W15
h8,g__Chitinophaga|s__sp. 1303
h0,g__Komagataeibacter|s__xylinus
h0,g__Thermosipho|s__africanus
h3,g__Helicobacter|s__sp. MIT 01-6242
h5,g__Thermogladius|s__calderae
h9,g__Nonlabens|s__sp. MIC269
193,g__Kosakonia|s__radicincitans
h0,g__Sulfurimonas|s__paralvinellae
h7,g__Lactococcus|s__lactis
h5,g__Streptomyces|s__sp. TN58
h7,g__Streptomyces|s__fungicidicus
h8,g__Streptomyces|s__sp. DUT11
h7,g__Sulfuriferula|s__plumbiphila
h9,g__Burkholderia|s__sp. MSMB617WGS
h7,g__Burkholderia|s__diffusa
h9,g__Bifidobacterium|s__dentium
h9,g__Arthrobacter|s__sp. NEB 688
h7,g__Staphylococcus|s__sp. MI 10-1553
h7,g__Bacillus|s__sp. HNA3
h2,g__Leminorella|s__richardii
h1,g__Liberibacter|s__Candidatus Liberibacter americanus
h3,g__Vibrio|s__atlanticus
h8,g__Paraburkholderia|s__phenoliruptrix
k__Bacteria,g__Corynebacterium|s__sp. Marseille-Q3630
h1,g__Alteromonas|s__sp. RW2A1
h6,g__Paraburkholderia|s__hospita
